 % x, z, xRe, zRe, psi, R, h
  0.252000E+002  0.000000E+000  0.252000E+002 -0.222045E-015  0.453777E+001  0.252792E+002  0.100000E+001
  0.253000E+002  0.000000E+000  0.253000E+002  0.000000E+000  0.451991E+001  0.253789E+002  0.100000E+001
  0.254000E+002  0.000000E+000  0.254000E+002 -0.222045E-015  0.450219E+001  0.254786E+002  0.100000E+001
  0.255000E+002  0.000000E+000  0.255000E+002 -0.222045E-015  0.448461E+001  0.255783E+002  0.100000E+001
  0.256000E+002  0.000000E+000  0.256000E+002  0.444089E-015  0.446716E+001  0.256780E+002  0.100000E+001
  0.257000E+002  0.000000E+000  0.257000E+002  0.000000E+000  0.444985E+001  0.257777E+002  0.100000E+001
  0.258000E+002  0.000000E+000  0.258000E+002  0.000000E+000  0.443267E+001  0.258774E+002  0.100000E+001
  0.259000E+002  0.000000E+000  0.259000E+002  0.000000E+000  0.441562E+001  0.259771E+002  0.100000E+001
  0.260000E+002  0.000000E+000  0.260000E+002  0.444089E-015  0.439871E+001  0.260768E+002  0.100000E+001
  0.261000E+002  0.000000E+000  0.261000E+002  0.000000E+000  0.438192E+001  0.261765E+002  0.100000E+001
  0.262000E+002  0.000000E+000  0.262000E+002  0.000000E+000  0.436526E+001  0.262762E+002  0.100000E+001
  0.263000E+002  0.000000E+000  0.263000E+002  0.000000E+000  0.434872E+001  0.263759E+002  0.100000E+001
  0.264000E+002  0.000000E+000  0.264000E+002  0.000000E+000  0.433231E+001  0.264756E+002  0.100000E+001
  0.265000E+002  0.000000E+000  0.265000E+002 -0.222045E-015  0.431603E+001  0.265754E+002  0.100000E+001
  0.266000E+002  0.000000E+000  0.266000E+002 -0.222045E-015  0.429986E+001  0.266751E+002  0.100000E+001
  0.267000E+002  0.000000E+000  0.267000E+002  0.000000E+000  0.428382E+001  0.267748E+002  0.100000E+001
  0.268000E+002  0.000000E+000  0.268000E+002 -0.222045E-015  0.426789E+001  0.268745E+002  0.100000E+001
  0.269000E+002  0.000000E+000  0.269000E+002  0.000000E+000  0.425209E+001  0.269742E+002  0.100000E+001
  0.270000E+002  0.000000E+000  0.270000E+002  0.444089E-015  0.423639E+001  0.270740E+002  0.100000E+001
  0.271000E+002  0.000000E+000  0.271000E+002  0.444089E-015  0.422082E+001  0.271737E+002  0.100000E+001
  0.272000E+002  0.000000E+000  0.272000E+002  0.000000E+000  0.420536E+001  0.272734E+002  0.100000E+001
  0.273000E+002  0.000000E+000  0.273000E+002  0.000000E+000  0.419001E+001  0.273732E+002  0.100000E+001
  0.274000E+002  0.000000E+000  0.274000E+002  0.444089E-015  0.417477E+001  0.274729E+002  0.100000E+001
  0.275000E+002  0.000000E+000  0.275000E+002  0.000000E+000  0.415964E+001  0.275726E+002  0.100000E+001
  0.276000E+002  0.000000E+000  0.276000E+002  0.000000E+000  0.414462E+001  0.276724E+002  0.100000E+001
  0.277000E+002  0.000000E+000  0.277000E+002  0.444089E-015  0.412971E+001  0.277721E+002  0.100000E+001
  0.278000E+002  0.000000E+000  0.278000E+002  0.000000E+000  0.411491E+001  0.278718E+002  0.100000E+001
  0.279000E+002  0.000000E+000  0.279000E+002  0.000000E+000  0.410021E+001  0.279716E+002  0.100000E+001
  0.280000E+002  0.000000E+000  0.280000E+002  0.000000E+000  0.408562E+001  0.280713E+002  0.100000E+001
  0.281000E+002  0.000000E+000  0.281000E+002  0.000000E+000  0.407113E+001  0.281711E+002  0.100000E+001
  0.282000E+002  0.000000E+000  0.282000E+002  0.000000E+000  0.405674E+001  0.282708E+002  0.100000E+001
  0.283000E+002  0.000000E+000  0.283000E+002  0.444089E-015  0.404245E+001  0.283706E+002  0.100000E+001
  0.284000E+002  0.000000E+000  0.284000E+002  0.444089E-015  0.402826E+001  0.284703E+002  0.100000E+001
  0.285000E+002  0.000000E+000  0.285000E+002  0.000000E+000  0.401418E+001  0.285701E+002  0.100000E+001
  0.286000E+002  0.000000E+000  0.286000E+002 -0.222045E-015  0.400019E+001  0.286698E+002  0.100000E+001
  0.287000E+002  0.000000E+000  0.287000E+002  0.444089E-015  0.398629E+001  0.287696E+002  0.100000E+001
  0.288000E+002  0.000000E+000  0.288000E+002  0.000000E+000  0.397250E+001  0.288694E+002  0.100000E+001
  0.289000E+002  0.000000E+000  0.289000E+002 -0.222045E-015  0.395879E+001  0.289691E+002  0.100000E+001
  0.290000E+002  0.000000E+000  0.290000E+002  0.000000E+000  0.394519E+001  0.290689E+002  0.100000E+001
  0.291000E+002  0.000000E+000  0.291000E+002 -0.222045E-015  0.393167E+001  0.291686E+002  0.100000E+001
  0.292000E+002  0.000000E+000  0.292000E+002 -0.444089E-015  0.391825E+001  0.292684E+002  0.100000E+001
  0.293000E+002  0.000000E+000  0.293000E+002 -0.444089E-015  0.390492E+001  0.293682E+002  0.100000E+001
  0.294000E+002  0.000000E+000  0.294000E+002  0.000000E+000  0.389168E+001  0.294679E+002  0.100000E+001
  0.295000E+002  0.000000E+000  0.295000E+002  0.000000E+000  0.387852E+001  0.295677E+002  0.100000E+001
  0.296000E+002  0.000000E+000  0.296000E+002  0.000000E+000  0.386546E+001  0.296675E+002  0.100000E+001
  0.297000E+002  0.000000E+000  0.297000E+002  0.444089E-015  0.385249E+001  0.297673E+002  0.100000E+001
  0.298000E+002  0.000000E+000  0.298000E+002  0.444089E-015  0.383960E+001  0.298670E+002  0.100000E+001
  0.299000E+002  0.000000E+000  0.299000E+002  0.000000E+000  0.382679E+001  0.299668E+002  0.100000E+001
  0.300000E+002  0.000000E+000  0.300000E+002  0.444089E-015  0.381407E+001  0.300666E+002  0.100000E+001
  0.301000E+002  0.000000E+000  0.301000E+002  0.000000E+000  0.380144E+001  0.301664E+002  0.100000E+001
  0.302000E+002  0.000000E+000  0.302000E+002  0.000000E+000  0.378889E+001  0.302662E+002  0.100000E+001
  0.303000E+002  0.000000E+000  0.303000E+002 -0.222045E-015  0.377642E+001  0.303659E+002  0.100000E+001
  0.304000E+002  0.000000E+000  0.304000E+002  0.000000E+000  0.376403E+001  0.304657E+002  0.100000E+001
  0.305000E+002  0.000000E+000  0.305000E+002  0.000000E+000  0.375173E+001  0.305655E+002  0.100000E+001
  0.306000E+002  0.000000E+000  0.306000E+002  0.000000E+000  0.373950E+001  0.306653E+002  0.100000E+001
  0.307000E+002  0.000000E+000  0.307000E+002 -0.444089E-015  0.372736E+001  0.307651E+002  0.100000E+001
  0.308000E+002  0.000000E+000  0.308000E+002  0.000000E+000  0.371529E+001  0.308649E+002  0.100000E+001
  0.309000E+002  0.000000E+000  0.309000E+002 -0.222045E-015  0.370330E+001  0.309647E+002  0.100000E+001
  0.310000E+002  0.000000E+000  0.310000E+002  0.000000E+000  0.369139E+001  0.310644E+002  0.100000E+001
  0.311000E+002  0.000000E+000  0.311000E+002 -0.222045E-015  0.367955E+001  0.311642E+002  0.100000E+001
  0.312000E+002  0.000000E+000  0.312000E+002  0.000000E+000  0.366779E+001  0.312640E+002  0.100000E+001
  0.313000E+002  0.000000E+000  0.313000E+002  0.444089E-015  0.365610E+001  0.313638E+002  0.100000E+001
  0.314000E+002  0.000000E+000  0.314000E+002  0.000000E+000  0.364449E+001  0.314636E+002  0.100000E+001
  0.315000E+002  0.000000E+000  0.315000E+002 -0.222045E-015  0.363295E+001  0.315634E+002  0.100000E+001
  0.316000E+002  0.000000E+000  0.316000E+002  0.000000E+000  0.362148E+001  0.316632E+002  0.100000E+001
  0.317000E+002  0.000000E+000  0.317000E+002  0.444089E-015  0.361009E+001  0.317630E+002  0.100000E+001
  0.318000E+002  0.000000E+000  0.318000E+002  0.444089E-015  0.359877E+001  0.318628E+002  0.100000E+001
  0.319000E+002  0.000000E+000  0.319000E+002  0.000000E+000  0.358752E+001  0.319626E+002  0.100000E+001
  0.320000E+002  0.000000E+000  0.320000E+002  0.444089E-015  0.357633E+001  0.320624E+002  0.100000E+001
  0.321000E+002  0.000000E+000  0.321000E+002  0.000000E+000  0.356522E+001  0.321622E+002  0.100000E+001
  0.322000E+002  0.000000E+000  0.322000E+002 -0.222045E-015  0.355418E+001  0.322621E+002  0.100000E+001
  0.323000E+002  0.000000E+000  0.323000E+002  0.444089E-015  0.354320E+001  0.323619E+002  0.100000E+001
  0.324000E+002  0.000000E+000  0.324000E+002  0.000000E+000  0.353229E+001  0.324617E+002  0.100000E+001
  0.325000E+002  0.000000E+000  0.325000E+002  0.000000E+000  0.352145E+001  0.325615E+002  0.100000E+001
  0.326000E+002  0.000000E+000  0.326000E+002  0.000000E+000  0.351068E+001  0.326613E+002  0.100000E+001
  0.327000E+002  0.000000E+000  0.327000E+002  0.000000E+000  0.349997E+001  0.327611E+002  0.100000E+001
  0.328000E+002  0.000000E+000  0.328000E+002  0.444089E-015  0.348932E+001  0.328609E+002  0.100000E+001
  0.329000E+002  0.000000E+000  0.329000E+002  0.000000E+000  0.347875E+001  0.329607E+002  0.100000E+001
  0.330000E+002  0.000000E+000  0.330000E+002  0.444089E-015  0.346823E+001  0.330606E+002  0.100000E+001
  0.331000E+002  0.000000E+000  0.331000E+002  0.000000E+000  0.345778E+001  0.331604E+002  0.100000E+001
  0.332000E+002  0.000000E+000  0.332000E+002  0.444089E-015  0.344739E+001  0.332602E+002  0.100000E+001
  0.333000E+002  0.000000E+000  0.333000E+002 -0.222045E-015  0.343706E+001  0.333600E+002  0.100000E+001
  0.334000E+002  0.000000E+000  0.334000E+002  0.000000E+000  0.342679E+001  0.334598E+002  0.100000E+001
  0.335000E+002  0.000000E+000  0.335000E+002  0.444089E-015  0.341659E+001  0.335596E+002  0.100000E+001
  0.336000E+002  0.000000E+000  0.336000E+002  0.000000E+000  0.340644E+001  0.336595E+002  0.100000E+001
  0.337000E+002  0.000000E+000  0.337000E+002  0.000000E+000  0.339636E+001  0.337593E+002  0.100000E+001
  0.338000E+002  0.000000E+000  0.338000E+002  0.000000E+000  0.338633E+001  0.338591E+002  0.100000E+001
  0.339000E+002  0.000000E+000  0.339000E+002  0.000000E+000  0.337637E+001  0.339589E+002  0.100000E+001
  0.340000E+002  0.000000E+000  0.340000E+002  0.444089E-015  0.336646E+001  0.340588E+002  0.100000E+001
  0.341000E+002  0.000000E+000  0.341000E+002  0.000000E+000  0.335661E+001  0.341586E+002  0.100000E+001
  0.342000E+002  0.000000E+000  0.342000E+002  0.000000E+000  0.334682E+001  0.342584E+002  0.100000E+001
  0.343000E+002  0.000000E+000  0.343000E+002 -0.222045E-015  0.333708E+001  0.343583E+002  0.100000E+001
  0.344000E+002  0.000000E+000  0.344000E+002  0.000000E+000  0.332740E+001  0.344581E+002  0.100000E+001
  0.345000E+002  0.000000E+000  0.345000E+002  0.000000E+000  0.331778E+001  0.345579E+002  0.100000E+001
  0.346000E+002  0.000000E+000  0.346000E+002  0.000000E+000  0.330821E+001  0.346578E+002  0.100000E+001
  0.347000E+002  0.000000E+000  0.347000E+002  0.000000E+000  0.329870E+001  0.347576E+002  0.100000E+001
  0.348000E+002  0.000000E+000  0.348000E+002  0.000000E+000  0.328924E+001  0.348574E+002  0.100000E+001
  0.349000E+002  0.000000E+000  0.349000E+002  0.000000E+000  0.327984E+001  0.349573E+002  0.100000E+001
  0.350000E+002  0.000000E+000  0.350000E+002  0.444089E-015  0.327049E+001  0.350571E+002  0.100000E+001
  0.351000E+002  0.000000E+000  0.351000E+002  0.444089E-015  0.326119E+001  0.351569E+002  0.100000E+001
  0.352000E+002  0.000000E+000  0.352000E+002  0.000000E+000  0.325195E+001  0.352568E+002  0.100000E+001
  0.353000E+002  0.000000E+000  0.353000E+002  0.444089E-015  0.324275E+001  0.353566E+002  0.100000E+001
  0.354000E+002  0.000000E+000  0.354000E+002  0.000000E+000  0.323361E+001  0.354565E+002  0.100000E+001
  0.355000E+002  0.000000E+000  0.355000E+002  0.444089E-015  0.322452E+001  0.355563E+002  0.100000E+001
  0.356000E+002  0.000000E+000  0.356000E+002  0.444089E-015  0.321548E+001  0.356561E+002  0.100000E+001
  0.357000E+002  0.000000E+000  0.357000E+002  0.000000E+000  0.320650E+001  0.357560E+002  0.100000E+001
  0.358000E+002  0.000000E+000  0.358000E+002  0.000000E+000  0.319756E+001  0.358558E+002  0.100000E+001
  0.359000E+002  0.000000E+000  0.359000E+002  0.444089E-015  0.318867E+001  0.359557E+002  0.100000E+001
  0.360000E+002  0.000000E+000  0.360000E+002 -0.444089E-015  0.317983E+001  0.360555E+002  0.100000E+001
  0.361000E+002  0.000000E+000  0.361000E+002  0.444089E-015  0.317104E+001  0.361554E+002  0.100000E+001
  0.362000E+002  0.000000E+000  0.362000E+002  0.444089E-015  0.316230E+001  0.362552E+002  0.100000E+001
  0.363000E+002  0.000000E+000  0.363000E+002 -0.222045E-015  0.315360E+001  0.363551E+002  0.100000E+001
  0.364000E+002  0.000000E+000  0.364000E+002 -0.222045E-015  0.314496E+001  0.364549E+002  0.100000E+001
  0.365000E+002  0.000000E+000  0.365000E+002  0.000000E+000  0.313636E+001  0.365548E+002  0.100000E+001
  0.366000E+002  0.000000E+000  0.366000E+002  0.000000E+000  0.312781E+001  0.366546E+002  0.100000E+001
  0.367000E+002  0.000000E+000  0.367000E+002  0.000000E+000  0.311930E+001  0.367545E+002  0.100000E+001
  0.368000E+002  0.000000E+000  0.368000E+002  0.000000E+000  0.311084E+001  0.368543E+002  0.100000E+001
  0.369000E+002  0.000000E+000  0.369000E+002  0.444089E-015  0.310243E+001  0.369542E+002  0.100000E+001
  0.370000E+002  0.000000E+000  0.370000E+002  0.000000E+000  0.309406E+001  0.370540E+002  0.100000E+001
  0.371000E+002  0.000000E+000  0.371000E+002  0.000000E+000  0.308573E+001  0.371539E+002  0.100000E+001
  0.372000E+002  0.000000E+000  0.372000E+002 -0.222045E-015  0.307746E+001  0.372537E+002  0.100000E+001
  0.373000E+002  0.000000E+000  0.373000E+002  0.000000E+000  0.306922E+001  0.373536E+002  0.100000E+001
  0.374000E+002  0.000000E+000  0.374000E+002  0.000000E+000  0.306103E+001  0.374534E+002  0.100000E+001
  0.375000E+002  0.000000E+000  0.375000E+002  0.444089E-015  0.305288E+001  0.375533E+002  0.100000E+001
  0.376000E+002  0.000000E+000  0.376000E+002  0.444089E-015  0.304478E+001  0.376532E+002  0.100000E+001
  0.377000E+002  0.000000E+000  0.377000E+002  0.000000E+000  0.303672E+001  0.377530E+002  0.100000E+001
  0.378000E+002  0.000000E+000  0.378000E+002  0.000000E+000  0.302870E+001  0.378529E+002  0.100000E+001
  0.379000E+002  0.000000E+000  0.379000E+002  0.000000E+000  0.302072E+001  0.379527E+002  0.100000E+001
  0.380000E+002  0.000000E+000  0.380000E+002 -0.222045E-015  0.301279E+001  0.380526E+002  0.100000E+001
  0.381000E+002  0.000000E+000  0.381000E+002  0.444089E-015  0.300489E+001  0.381525E+002  0.100000E+001
  0.382000E+002  0.000000E+000  0.382000E+002  0.000000E+000  0.299704E+001  0.382523E+002  0.100000E+001
  0.383000E+002  0.000000E+000  0.383000E+002  0.444089E-015  0.298923E+001  0.383522E+002  0.100000E+001
  0.384000E+002  0.000000E+000  0.384000E+002  0.000000E+000  0.298146E+001  0.384520E+002  0.100000E+001
  0.385000E+002  0.000000E+000  0.385000E+002  0.444089E-015  0.297373E+001  0.385519E+002  0.100000E+001
  0.386000E+002  0.000000E+000  0.386000E+002 -0.222045E-015  0.296604E+001  0.386518E+002  0.100000E+001
  0.387000E+002  0.000000E+000  0.387000E+002  0.000000E+000  0.295839E+001  0.387516E+002  0.100000E+001
  0.388000E+002  0.000000E+000  0.388000E+002  0.444089E-015  0.295078E+001  0.388515E+002  0.100000E+001
  0.389000E+002  0.000000E+000  0.389000E+002  0.000000E+000  0.294321E+001  0.389514E+002  0.100000E+001
  0.390000E+002  0.000000E+000  0.390000E+002  0.000000E+000  0.293567E+001  0.390512E+002  0.100000E+001
  0.391000E+002  0.000000E+000  0.391000E+002  0.000000E+000  0.292818E+001  0.391511E+002  0.100000E+001
  0.392000E+002  0.000000E+000  0.392000E+002 -0.222045E-015  0.292072E+001  0.392510E+002  0.100000E+001
  0.393000E+002  0.000000E+000  0.393000E+002 -0.222045E-015  0.291330E+001  0.393509E+002  0.100000E+001
  0.394000E+002  0.000000E+000  0.394000E+002  0.000000E+000  0.290592E+001  0.394507E+002  0.100000E+001
  0.395000E+002  0.000000E+000  0.395000E+002  0.000000E+000  0.289858E+001  0.395506E+002  0.100000E+001
  0.396000E+002  0.000000E+000  0.396000E+002  0.444089E-015  0.289127E+001  0.396505E+002  0.100000E+001
  0.397000E+002  0.000000E+000  0.397000E+002  0.000000E+000  0.288400E+001  0.397503E+002  0.100000E+001
  0.398000E+002  0.000000E+000  0.398000E+002  0.000000E+000  0.287677E+001  0.398502E+002  0.100000E+001
  0.399000E+002  0.000000E+000  0.399000E+002  0.444089E-015  0.286957E+001  0.399501E+002  0.100000E+001
  0.400000E+002  0.000000E+000  0.400000E+002  0.000000E+000  0.286241E+001  0.400500E+002  0.100000E+001
  0.401000E+002  0.000000E+000  0.401000E+002  0.444089E-015  0.285528E+001  0.401498E+002  0.100000E+001
  0.402000E+002  0.000000E+000  0.402000E+002 -0.444089E-015  0.284819E+001  0.402497E+002  0.100000E+001
  0.403000E+002  0.000000E+000  0.403000E+002  0.000000E+000  0.284113E+001  0.403496E+002  0.100000E+001
  0.404000E+002  0.000000E+000  0.404000E+002  0.000000E+000  0.283411E+001  0.404495E+002  0.100000E+001
  0.405000E+002  0.000000E+000  0.405000E+002  0.000000E+000  0.282712E+001  0.405494E+002  0.100000E+001
  0.406000E+002  0.000000E+000  0.406000E+002  0.444089E-015  0.282017E+001  0.406492E+002  0.100000E+001
  0.407000E+002  0.000000E+000  0.407000E+002  0.000000E+000  0.281325E+001  0.407491E+002  0.100000E+001
  0.408000E+002  0.000000E+000  0.408000E+002  0.000000E+000  0.280637E+001  0.408490E+002  0.100000E+001
  0.409000E+002  0.000000E+000  0.409000E+002 -0.222045E-015  0.279952E+001  0.409489E+002  0.100000E+001
  0.410000E+002  0.000000E+000  0.410000E+002  0.444089E-015  0.279270E+001  0.410488E+002  0.100000E+001
  0.411000E+002  0.000000E+000  0.411000E+002 -0.222045E-015  0.278592E+001  0.411486E+002  0.100000E+001
  0.412000E+002  0.000000E+000  0.412000E+002  0.444089E-015  0.277917E+001  0.412485E+002  0.100000E+001
  0.413000E+002  0.000000E+000  0.413000E+002 -0.222045E-015  0.277245E+001  0.413484E+002  0.100000E+001
  0.414000E+002  0.000000E+000  0.414000E+002  0.444089E-015  0.276576E+001  0.414483E+002  0.100000E+001
  0.415000E+002  0.000000E+000  0.415000E+002  0.000000E+000  0.275911E+001  0.415482E+002  0.100000E+001
  0.416000E+002  0.000000E+000  0.416000E+002  0.000000E+000  0.275249E+001  0.416480E+002  0.100000E+001
  0.417000E+002  0.000000E+000  0.417000E+002  0.444089E-015  0.274589E+001  0.417479E+002  0.100000E+001
  0.418000E+002  0.000000E+000  0.418000E+002  0.000000E+000  0.273934E+001  0.418478E+002  0.100000E+001
  0.419000E+002  0.000000E+000  0.419000E+002 -0.444089E-015  0.273281E+001  0.419477E+002  0.100000E+001
  0.420000E+002  0.000000E+000  0.420000E+002  0.444089E-015  0.272631E+001  0.420476E+002  0.100000E+001
  0.421000E+002  0.000000E+000  0.421000E+002  0.444089E-015  0.271984E+001  0.421475E+002  0.100000E+001
  0.422000E+002  0.000000E+000  0.422000E+002 -0.222045E-015  0.271341E+001  0.422474E+002  0.100000E+001
  0.423000E+002  0.000000E+000  0.423000E+002  0.444089E-015  0.270700E+001  0.423473E+002  0.100000E+001
  0.424000E+002  0.000000E+000  0.424000E+002  0.888178E-015  0.270063E+001  0.424471E+002  0.100000E+001
  0.425000E+002  0.000000E+000  0.425000E+002 -0.222045E-015  0.269428E+001  0.425470E+002  0.100000E+001
  0.426000E+002  0.000000E+000  0.426000E+002 -0.222045E-015  0.268797E+001  0.426469E+002  0.100000E+001
  0.427000E+002  0.000000E+000  0.427000E+002  0.000000E+000  0.268168E+001  0.427468E+002  0.100000E+001
  0.428000E+002  0.000000E+000  0.428000E+002  0.000000E+000  0.267543E+001  0.428467E+002  0.100000E+001
  0.429000E+002  0.000000E+000  0.429000E+002  0.444089E-015  0.266920E+001  0.429466E+002  0.100000E+001
  0.430000E+002  0.000000E+000  0.430000E+002  0.000000E+000  0.266300E+001  0.430465E+002  0.100000E+001
  0.431000E+002  0.000000E+000  0.431000E+002 -0.222045E-015  0.265683E+001  0.431464E+002  0.100000E+001
  0.432000E+002  0.000000E+000  0.432000E+002  0.444089E-015  0.265069E+001  0.432463E+002  0.100000E+001
  0.433000E+002  0.000000E+000  0.433000E+002  0.000000E+000  0.264458E+001  0.433462E+002  0.100000E+001
  0.434000E+002  0.000000E+000  0.434000E+002  0.444089E-015  0.263849E+001  0.434461E+002  0.100000E+001
  0.435000E+002  0.000000E+000  0.435000E+002  0.444089E-015  0.263243E+001  0.435460E+002  0.100000E+001
  0.436000E+002  0.000000E+000  0.436000E+002  0.444089E-015  0.262641E+001  0.436458E+002  0.100000E+001
  0.437000E+002  0.000000E+000  0.437000E+002  0.000000E+000  0.262040E+001  0.437457E+002  0.100000E+001
  0.438000E+002  0.000000E+000  0.438000E+002  0.444089E-015  0.261443E+001  0.438456E+002  0.100000E+001
  0.439000E+002  0.000000E+000  0.439000E+002  0.444089E-015  0.260848E+001  0.439455E+002  0.100000E+001
  0.440000E+002  0.000000E+000  0.440000E+002  0.000000E+000  0.260256E+001  0.440454E+002  0.100000E+001
  0.441000E+002  0.000000E+000  0.441000E+002  0.000000E+000  0.259667E+001  0.441453E+002  0.100000E+001
  0.442000E+002  0.000000E+000  0.442000E+002  0.444089E-015  0.259080E+001  0.442452E+002  0.100000E+001
  0.443000E+002  0.000000E+000  0.443000E+002  0.000000E+000  0.258496E+001  0.443451E+002  0.100000E+001
  0.444000E+002  0.000000E+000  0.444000E+002  0.444089E-015  0.257915E+001  0.444450E+002  0.100000E+001
  0.445000E+002  0.000000E+000  0.445000E+002  0.444089E-015  0.257336E+001  0.445449E+002  0.100000E+001
  0.446000E+002  0.000000E+000  0.446000E+002  0.000000E+000  0.256760E+001  0.446448E+002  0.100000E+001
  0.447000E+002  0.000000E+000  0.447000E+002 -0.666134E-015  0.256186E+001  0.447447E+002  0.100000E+001
  0.448000E+002  0.000000E+000  0.448000E+002  0.000000E+000  0.255615E+001  0.448446E+002  0.100000E+001
  0.449000E+002  0.000000E+000  0.449000E+002  0.444089E-015  0.255046E+001  0.449445E+002  0.100000E+001
  0.450000E+002  0.000000E+000  0.450000E+002  0.444089E-015  0.254480E+001  0.450444E+002  0.100000E+001
  0.451000E+002  0.000000E+000  0.451000E+002  0.444089E-015  0.253917E+001  0.451443E+002  0.100000E+001
  0.452000E+002  0.000000E+000  0.452000E+002  0.000000E+000  0.253356E+001  0.452442E+002  0.100000E+001
  0.453000E+002  0.000000E+000  0.453000E+002  0.000000E+000  0.252797E+001  0.453441E+002  0.100000E+001
  0.454000E+002  0.000000E+000  0.454000E+002  0.000000E+000  0.252241E+001  0.454440E+002  0.100000E+001
  0.455000E+002  0.000000E+000  0.455000E+002  0.444089E-015  0.251688E+001  0.455439E+002  0.100000E+001
  0.456000E+002  0.000000E+000  0.456000E+002 -0.222045E-015  0.251136E+001  0.456438E+002  0.100000E+001
  0.457000E+002  0.000000E+000  0.457000E+002  0.444089E-015  0.250587E+001  0.457437E+002  0.100000E+001
  0.458000E+002  0.000000E+000  0.458000E+002  0.000000E+000  0.250041E+001  0.458436E+002  0.100000E+001
  0.459000E+002  0.000000E+000  0.459000E+002  0.000000E+000  0.249497E+001  0.459436E+002  0.100000E+001
  0.460000E+002  0.000000E+000  0.460000E+002  0.000000E+000  0.248955E+001  0.460435E+002  0.100000E+001
  0.461000E+002  0.000000E+000  0.461000E+002  0.000000E+000  0.248416E+001  0.461434E+002  0.100000E+001
  0.462000E+002  0.000000E+000  0.462000E+002  0.000000E+000  0.247879E+001  0.462433E+002  0.100000E+001
  0.463000E+002  0.000000E+000  0.463000E+002  0.444089E-015  0.247344E+001  0.463432E+002  0.100000E+001
  0.464000E+002  0.000000E+000  0.464000E+002  0.000000E+000  0.246812E+001  0.464431E+002  0.100000E+001
  0.465000E+002  0.000000E+000  0.465000E+002  0.000000E+000  0.246282E+001  0.465430E+002  0.100000E+001
  0.466000E+002  0.000000E+000  0.466000E+002  0.000000E+000  0.245754E+001  0.466429E+002  0.100000E+001
  0.467000E+002  0.000000E+000  0.467000E+002  0.000000E+000  0.245228E+001  0.467428E+002  0.100000E+001
  0.468000E+002  0.000000E+000  0.468000E+002 -0.222045E-015  0.244705E+001  0.468427E+002  0.100000E+001
  0.469000E+002  0.000000E+000  0.469000E+002  0.444089E-015  0.244184E+001  0.469426E+002  0.100000E+001
  0.470000E+002  0.000000E+000  0.470000E+002  0.444089E-015  0.243665E+001  0.470425E+002  0.100000E+001
  0.471000E+002  0.000000E+000  0.471000E+002  0.444089E-015  0.243148E+001  0.471424E+002  0.100000E+001
  0.472000E+002  0.000000E+000  0.472000E+002 -0.222045E-015  0.242634E+001  0.472424E+002  0.100000E+001
  0.473000E+002  0.000000E+000  0.473000E+002  0.000000E+000  0.242121E+001  0.473423E+002  0.100000E+001
  0.474000E+002  0.000000E+000  0.474000E+002  0.000000E+000  0.241611E+001  0.474422E+002  0.100000E+001
  0.475000E+002  0.000000E+000  0.475000E+002  0.000000E+000  0.241103E+001  0.475421E+002  0.100000E+001
  0.476000E+002  0.000000E+000  0.476000E+002  0.000000E+000  0.240597E+001  0.476420E+002  0.100000E+001
  0.477000E+002  0.000000E+000  0.477000E+002  0.000000E+000  0.240093E+001  0.477419E+002  0.100000E+001
  0.478000E+002  0.000000E+000  0.478000E+002  0.444089E-015  0.239592E+001  0.478418E+002  0.100000E+001
  0.479000E+002  0.000000E+000  0.479000E+002  0.444089E-015  0.239092E+001  0.479417E+002  0.100000E+001
  0.480000E+002  0.000000E+000  0.480000E+002  0.000000E+000  0.238594E+001  0.480416E+002  0.100000E+001
  0.481000E+002  0.000000E+000  0.481000E+002 -0.222045E-015  0.238099E+001  0.481416E+002  0.100000E+001
  0.482000E+002  0.000000E+000  0.482000E+002 -0.222045E-015  0.237606E+001  0.482415E+002  0.100000E+001
  0.483000E+002  0.000000E+000  0.483000E+002  0.000000E+000  0.237114E+001  0.483414E+002  0.100000E+001
  0.484000E+002  0.000000E+000  0.484000E+002  0.444089E-015  0.236625E+001  0.484413E+002  0.100000E+001
  0.485000E+002  0.000000E+000  0.485000E+002  0.000000E+000  0.236137E+001  0.485412E+002  0.100000E+001
  0.486000E+002  0.000000E+000  0.486000E+002  0.000000E+000  0.235652E+001  0.486411E+002  0.100000E+001
  0.487000E+002  0.000000E+000  0.487000E+002 -0.222045E-015  0.235169E+001  0.487411E+002  0.100000E+001
  0.488000E+002  0.000000E+000  0.488000E+002  0.444089E-015  0.234687E+001  0.488410E+002  0.100000E+001
  0.489000E+002  0.000000E+000  0.489000E+002  0.000000E+000  0.234208E+001  0.489409E+002  0.100000E+001
  0.490000E+002  0.000000E+000  0.490000E+002  0.000000E+000  0.233731E+001  0.490408E+002  0.100000E+001
  0.491000E+002  0.000000E+000  0.491000E+002 -0.222045E-015  0.233255E+001  0.491407E+002  0.100000E+001
  0.492000E+002  0.000000E+000  0.492000E+002  0.000000E+000  0.232782E+001  0.492406E+002  0.100000E+001
  0.493000E+002  0.000000E+000  0.493000E+002 -0.444089E-015  0.232310E+001  0.493406E+002  0.100000E+001
  0.494000E+002  0.000000E+000  0.494000E+002 -0.222045E-015  0.231840E+001  0.494405E+002  0.100000E+001
  0.495000E+002  0.000000E+000  0.495000E+002  0.444089E-015  0.231372E+001  0.495404E+002  0.100000E+001
